rel_path,source_type,scanner,dpi,doc_id
Official\Canon220\150\s3_65.tif,Official,Canon220,150,s3_65
Official\Canon220\150\s3_66.tif,Official,Canon220,150,s3_66
Official\Canon220\150\s3_67.tif,Official,Canon220,150,s3_67
Official\Canon220\150\s3_68.tif,Official,Canon220,150,s3_68
Official\Canon220\150\s3_69.tif,Official,Canon220,150,s3_69
Official\Canon220\150\s3_70.tif,Official,Canon220,150,s3_70
Official\Canon220\150\s3_71.tif,Official,Canon220,150,s3_71
Official\Canon220\150\s3_72.tif,Official,Canon220,150,s3_72
Official\Canon220\150\s3_73.tif,Official,Canon220,150,s3_73
Official\Canon220\150\s3_74.tif,Official,Canon220,150,s3_74
Official\Canon220\150\s3_75.tif,Official,Canon220,150,s3_75
Official\Canon220\150\s3_76.tif,Official,Canon220,150,s3_76
Official\Canon220\150\s3_77.tif,Official,Canon220,150,s3_77
Official\Canon220\150\s3_78.tif,Official,Canon220,150,s3_78
Official\Canon220\150\s3_79.tif,Official,Canon220,150,s3_79
Official\Canon220\150\s3_8.tif,Official,Canon220,150,s3_8
Official\Canon220\150\s3_80.tif,Official,Canon220,150,s3_80
Official\Canon220\150\s3_81.tif,Official,Canon220,150,s3_81
Official\Canon220\150\s3_82.tif,Official,Canon220,150,s3_82
Official\Canon220\150\s3_83.tif,Official,Canon220,150,s3_83
Official\Canon220\150\s3_84.tif,Official,Canon220,150,s3_84
Official\Canon220\150\s3_85.tif,Official,Canon220,150,s3_85
Official\Canon220\150\s3_86.tif,Official,Canon220,150,s3_86
Official\Canon220\150\s3_87.tif,Official,Canon220,150,s3_87
Official\Canon220\150\s3_88.tif,Official,Canon220,150,s3_88
Official\Canon220\150\s3_89.tif,Official,Canon220,150,s3_89
Official\Canon220\150\s3_9.tif,Official,Canon220,150,s3_9
Official\Canon220\150\s3_90.tif,Official,Canon220,150,s3_90
Official\Canon220\150\s3_91.tif,Official,Canon220,150,s3_91
Official\Canon220\150\s3_92.tif,Official,Canon220,150,s3_92
Official\Canon220\150\s3_93.tif,Official,Canon220,150,s3_93
Official\Canon220\150\s3_94.tif,Official,Canon220,150,s3_94
Official\Canon220\150\s3_95.tif,Official,Canon220,150,s3_95
Official\Canon220\150\s3_96.tif,Official,Canon220,150,s3_96
Official\Canon220\150\s3_97.tif,Official,Canon220,150,s3_97
Official\Canon220\150\s3_98.tif,Official,Canon220,150,s3_98
Official\Canon220\150\s3_99.tif,Official,Canon220,150,s3_99
Official\Canon220\300\s3_1.tif,Official,Canon220,300,s3_1
Official\Canon220\300\s3_100.tif,Official,Canon220,300,s3_100
Official\Canon220\300\s3_34.tif,Official,Canon220,300,s3_34
Official\Canon220\300\s3_37.tif,Official,Canon220,300,s3_37
Official\Canon220\300\s3_38.tif,Official,Canon220,300,s3_38
Official\Canon220\300\s3_39.tif,Official,Canon220,300,s3_39
Official\Canon220\300\s3_40.tif,Official,Canon220,300,s3_40
Official\Canon220\300\s3_41.tif,Official,Canon220,300,s3_41
Official\Canon220\300\s3_42.tif,Official,Canon220,300,s3_42
Official\Canon220\300\s3_43.tif,Official,Canon220,300,s3_43
Official\Canon220\300\s3_44.tif,Official,Canon220,300,s3_44
Official\Canon220\300\s3_45.tif,Official,Canon220,300,s3_45
Official\Canon220\300\s3_46.tif,Official,Canon220,300,s3_46
Official\Canon220\300\s3_47.tif,Official,Canon220,300,s3_47
Official\Canon220\300\s3_48.tif,Official,Canon220,300,s3_48
Official\Canon220\300\s3_49.tif,Official,Canon220,300,s3_49
Official\Canon220\300\s3_50.tif,Official,Canon220,300,s3_50
Official\Canon220\300\s3_51.tif,Official,Canon220,300,s3_51
Official\Canon220\300\s3_52.tif,Official,Canon220,300,s3_52
Official\Canon220\300\s3_53.tif,Official,Canon220,300,s3_53
Official\Canon220\300\s3_54.tif,Official,Canon220,300,s3_54
Official\Canon220\300\s3_55.tif,Official,Canon220,300,s3_55
Official\Canon220\300\s3_56.tif,Official,Canon220,300,s3_56
Official\Canon220\300\s3_57.tif,Official,Canon220,300,s3_57
Official\Canon220\300\s3_58.tif,Official,Canon220,300,s3_58
Official\Canon220\300\s3_59.tif,Official,Canon220,300,s3_59
Official\Canon220\300\s3_60.tif,Official,Canon220,300,s3_60
Official\Canon220\300\s3_62.tif,Official,Canon220,300,s3_62
Official\Canon220\300\s3_64.tif,Official,Canon220,300,s3_64
Official\Canon220\300\s3_65.tif,Official,Canon220,300,s3_65
Official\Canon220\300\s3_66.tif,Official,Canon220,300,s3_66
Official\Canon220\300\s3_67.tif,Official,Canon220,300,s3_67
Official\Canon220\300\s3_68.tif,Official,Canon220,300,s3_68
Official\Canon220\300\s3_69.tif,Official,Canon220,300,s3_69
Official\Canon220\300\s3_70.tif,Official,Canon220,300,s3_70
Official\Canon220\300\s3_71.tif,Official,Canon220,300,s3_71
Official\Canon220\300\s3_73.tif,Official,Canon220,300,s3_73
Official\Canon220\300\s3_74.tif,Official,Canon220,300,s3_74
Official\Canon220\300\s3_75.tif,Official,Canon220,300,s3_75
Official\Canon220\300\s3_76.tif,Official,Canon220,300,s3_76
Official\Canon220\300\s3_77.tif,Official,Canon220,300,s3_77
Official\Canon220\300\s3_78.tif,Official,Canon220,300,s3_78
Official\Canon220\300\s3_79.tif,Official,Canon220,300,s3_79
Official\Canon220\300\s3_80.tif,Official,Canon220,300,s3_80
Official\Canon220\300\s3_81.tif,Official,Canon220,300,s3_81
Official\Canon220\300\s3_82.tif,Official,Canon220,300,s3_82
Official\Canon220\300\s3_83.tif,Official,Canon220,300,s3_83
Official\Canon220\300\s3_84.tif,Official,Canon220,300,s3_84
Official\Canon220\300\s3_85.tif,Official,Canon220,300,s3_85
Official\Canon220\300\s3_86.tif,Official,Canon220,300,s3_86
Official\Canon220\300\s3_87.tif,Official,Canon220,300,s3_87
Official\Canon220\300\s3_88.tif,Official,Canon220,300,s3_88
Official\Canon220\300\s3_89.tif,Official,Canon220,300,s3_89
Official\Canon220\300\s3_90.tif,Official,Canon220,300,s3_90
Official\Canon220\300\s3_91.tif,Official,Canon220,300,s3_91
Official\Canon220\300\s3_92.tif,Official,Canon220,300,s3_92
Official\Canon220\300\s3_93.tif,Official,Canon220,300,s3_93
Official\Canon220\300\s3_94.tif,Official,Canon220,300,s3_94
Official\Canon220\300\s3_95.tif,Official,Canon220,300,s3_95
Official\Canon220\300\s3_96.tif,Official,Canon220,300,s3_96
Official\Canon220\300\s3_97.tif,Official,Canon220,300,s3_97
Official\Canon220\300\s3_98.tif,Official,Canon220,300,s3_98
Official\Canon220\300\s3_99.tif,Official,Canon220,300,s3_99
Official\Canon9000-1\150\s4_100.tif,Official,Canon9000-1,150,s4_100
Official\Canon9000-1\150\s4_2.tif,Official,Canon9000-1,150,s4_2
Official\Canon9000-1\150\s4_21.tif,Official,Canon9000-1,150,s4_21
Official\Canon9000-1\150\s4_23.tif,Official,Canon9000-1,150,s4_23
Official\Canon9000-1\150\s4_25.tif,Official,Canon9000-1,150,s4_25
Official\Canon9000-1\150\s4_26.tif,Official,Canon9000-1,150,s4_26
Official\Canon9000-1\150\s4_27.tif,Official,Canon9000-1,150,s4_27
Official\Canon9000-1\150\s4_28.tif,Official,Canon9000-1,150,s4_28
Official\Canon9000-1\150\s4_29.tif,Official,Canon9000-1,150,s4_29
Official\Canon9000-1\150\s4_30.tif,Official,Canon9000-1,150,s4_30
Official\Canon9000-1\150\s4_31.tif,Official,Canon9000-1,150,s4_31
Official\Canon9000-1\150\s4_32.tif,Official,Canon9000-1,150,s4_32
Official\Canon9000-1\150\s4_33.tif,Official,Canon9000-1,150,s4_33
Official\Canon9000-1\150\s4_34.tif,Official,Canon9000-1,150,s4_34
Official\Canon9000-1\150\s4_35.tif,Official,Canon9000-1,150,s4_35
Official\Canon9000-1\150\s4_36.tif,Official,Canon9000-1,150,s4_36
Official\Canon9000-1\150\s4_37.tif,Official,Canon9000-1,150,s4_37
Official\Canon9000-1\150\s4_38.tif,Official,Canon9000-1,150,s4_38
Official\Canon9000-1\150\s4_39.tif,Official,Canon9000-1,150,s4_39
Official\Canon9000-1\150\s4_40.tif,Official,Canon9000-1,150,s4_40
Official\Canon9000-1\150\s4_41.tif,Official,Canon9000-1,150,s4_41
Official\Canon9000-1\150\s4_42.tif,Official,Canon9000-1,150,s4_42
Official\Canon9000-1\150\s4_43.tif,Official,Canon9000-1,150,s4_43
Official\Canon9000-1\150\s4_44.tif,Official,Canon9000-1,150,s4_44
Official\Canon9000-1\150\s4_45.tif,Official,Canon9000-1,150,s4_45
Official\Canon9000-1\150\s4_46.tif,Official,Canon9000-1,150,s4_46
Official\Canon9000-1\150\s4_47.tif,Official,Canon9000-1,150,s4_47
Official\Canon9000-1\150\s4_48.tif,Official,Canon9000-1,150,s4_48
Official\Canon9000-1\150\s4_49.tif,Official,Canon9000-1,150,s4_49
Official\Canon9000-1\150\s4_50.tif,Official,Canon9000-1,150,s4_50
Official\Canon9000-1\150\s4_51.tif,Official,Canon9000-1,150,s4_51
Official\Canon9000-1\150\s4_52.tif,Official,Canon9000-1,150,s4_52
Official\Canon9000-1\150\s4_53.tif,Official,Canon9000-1,150,s4_53
Official\Canon9000-1\150\s4_54.tif,Official,Canon9000-1,150,s4_54
Official\Canon9000-1\150\s4_55.tif,Official,Canon9000-1,150,s4_55
Official\Canon9000-1\150\s4_56.tif,Official,Canon9000-1,150,s4_56
Official\Canon9000-1\150\s4_57.tif,Official,Canon9000-1,150,s4_57
Official\Canon9000-1\150\s4_58.tif,Official,Canon9000-1,150,s4_58
Official\Canon9000-1\150\s4_59.tif,Official,Canon9000-1,150,s4_59
Official\Canon9000-1\150\s4_60.tif,Official,Canon9000-1,150,s4_60
Official\Canon9000-1\150\s4_61.tif,Official,Canon9000-1,150,s4_61
Official\Canon9000-1\150\s4_62.tif,Official,Canon9000-1,150,s4_62
Official\Canon9000-1\150\s4_63.tif,Official,Canon9000-1,150,s4_63
Official\Canon9000-1\150\s4_64.tif,Official,Canon9000-1,150,s4_64
Official\Canon9000-1\150\s4_65.tif,Official,Canon9000-1,150,s4_65
Official\Canon9000-1\150\s4_66.tif,Official,Canon9000-1,150,s4_66
Official\Canon9000-1\150\s4_67.tif,Official,Canon9000-1,150,s4_67
Official\Canon9000-1\150\s4_68.tif,Official,Canon9000-1,150,s4_68
Official\Canon9000-1\150\s4_69.tif,Official,Canon9000-1,150,s4_69
Official\Canon9000-1\150\s4_70.tif,Official,Canon9000-1,150,s4_70
Official\Canon9000-1\150\s4_71.tif,Official,Canon9000-1,150,s4_71
Official\Canon9000-1\150\s4_72.tif,Official,Canon9000-1,150,s4_72
Official\Canon9000-1\150\s4_73.tif,Official,Canon9000-1,150,s4_73
Official\Canon9000-1\150\s4_74.tif,Official,Canon9000-1,150,s4_74
Official\Canon9000-1\150\s4_75.tif,Official,Canon9000-1,150,s4_75
Official\Canon9000-1\150\s4_76.tif,Official,Canon9000-1,150,s4_76
Official\Canon9000-1\150\s4_77.tif,Official,Canon9000-1,150,s4_77
Official\Canon9000-1\150\s4_78.tif,Official,Canon9000-1,150,s4_78
Official\Canon9000-1\150\s4_79.tif,Official,Canon9000-1,150,s4_79
Official\Canon9000-1\150\s4_80.tif,Official,Canon9000-1,150,s4_80
Official\Canon9000-1\150\s4_81.tif,Official,Canon9000-1,150,s4_81
Official\Canon9000-1\150\s4_82.tif,Official,Canon9000-1,150,s4_82
Official\Canon9000-1\150\s4_83.tif,Official,Canon9000-1,150,s4_83
Official\Canon9000-1\150\s4_84.tif,Official,Canon9000-1,150,s4_84
Official\Canon9000-1\150\s4_85.tif,Official,Canon9000-1,150,s4_85
Official\Canon9000-1\150\s4_86.tif,Official,Canon9000-1,150,s4_86
Official\Canon9000-1\150\s4_87.tif,Official,Canon9000-1,150,s4_87
Official\Canon9000-1\150\s4_88.tif,Official,Canon9000-1,150,s4_88
Official\Canon9000-1\150\s4_89.tif,Official,Canon9000-1,150,s4_89
Official\Canon9000-1\150\s4_90.tif,Official,Canon9000-1,150,s4_90
Official\Canon9000-1\150\s4_91.tif,Official,Canon9000-1,150,s4_91
Official\Canon9000-1\150\s4_92.tif,Official,Canon9000-1,150,s4_92
Official\Canon9000-1\150\s4_93.tif,Official,Canon9000-1,150,s4_93
Official\Canon9000-1\150\s4_94.tif,Official,Canon9000-1,150,s4_94
Official\Canon9000-1\150\s4_95.tif,Official,Canon9000-1,150,s4_95
Official\Canon9000-1\150\s4_96.tif,Official,Canon9000-1,150,s4_96
Official\Canon9000-1\150\s4_97.tif,Official,Canon9000-1,150,s4_97
Official\Canon9000-1\150\s4_98.tif,Official,Canon9000-1,150,s4_98
Official\Canon9000-1\150\s4_99.tif,Official,Canon9000-1,150,s4_99
Official\Canon9000-1\300\s4_100.tif,Official,Canon9000-1,300,s4_100
Official\Canon9000-1\300\s4_16.tif,Official,Canon9000-1,300,s4_16
Official\Canon9000-1\300\s4_2.tif,Official,Canon9000-1,300,s4_2
Official\Canon9000-1\300\s4_23.tif,Official,Canon9000-1,300,s4_23
Official\Canon9000-1\300\s4_29.tif,Official,Canon9000-1,300,s4_29
Official\Canon9000-1\300\s4_32.tif,Official,Canon9000-1,300,s4_32
Official\Canon9000-1\300\s4_33.tif,Official,Canon9000-1,300,s4_33
Official\Canon9000-1\300\s4_34.tif,Official,Canon9000-1,300,s4_34
Official\Canon9000-1\300\s4_35.tif,Official,Canon9000-1,300,s4_35
Official\Canon9000-1\300\s4_36.tif,Official,Canon9000-1,300,s4_36
Official\Canon9000-1\300\s4_38.tif,Official,Canon9000-1,300,s4_38
Official\Canon9000-1\300\s4_39.tif,Official,Canon9000-1,300,s4_39
Official\Canon9000-1\300\s4_41.tif,Official,Canon9000-1,300,s4_41
Official\Canon9000-1\300\s4_42.tif,Official,Canon9000-1,300,s4_42
Official\Canon9000-1\300\s4_43.tif,Official,Canon9000-1,300,s4_43
Official\Canon9000-1\300\s4_44.tif,Official,Canon9000-1,300,s4_44
Official\Canon9000-1\300\s4_45.tif,Official,Canon9000-1,300,s4_45
Official\Canon9000-1\300\s4_46.tif,Official,Canon9000-1,300,s4_46
Official\Canon9000-1\300\s4_47.tif,Official,Canon9000-1,300,s4_47
Official\Canon9000-1\300\s4_48.tif,Official,Canon9000-1,300,s4_48
Official\Canon9000-1\300\s4_49.tif,Official,Canon9000-1,300,s4_49
Official\Canon9000-1\300\s4_50.tif,Official,Canon9000-1,300,s4_50
Official\Canon9000-1\300\s4_51.tif,Official,Canon9000-1,300,s4_51
Official\Canon9000-1\300\s4_52.tif,Official,Canon9000-1,300,s4_52
Official\Canon9000-1\300\s4_53.tif,Official,Canon9000-1,300,s4_53
Official\Canon9000-1\300\s4_54.tif,Official,Canon9000-1,300,s4_54
Official\Canon9000-1\300\s4_55.tif,Official,Canon9000-1,300,s4_55
Official\Canon9000-1\300\s4_56.tif,Official,Canon9000-1,300,s4_56
Official\Canon9000-1\300\s4_57.tif,Official,Canon9000-1,300,s4_57
Official\Canon9000-1\300\s4_58.tif,Official,Canon9000-1,300,s4_58
Official\Canon9000-1\300\s4_59.tif,Official,Canon9000-1,300,s4_59
Official\Canon9000-1\300\s4_60.tif,Official,Canon9000-1,300,s4_60
Official\Canon9000-1\300\s4_61.tif,Official,Canon9000-1,300,s4_61
Official\Canon9000-1\300\s4_62.tif,Official,Canon9000-1,300,s4_62
Official\Canon9000-1\300\s4_63.tif,Official,Canon9000-1,300,s4_63
Official\Canon9000-1\300\s4_64.tif,Official,Canon9000-1,300,s4_64
Official\Canon9000-1\300\s4_65.tif,Official,Canon9000-1,300,s4_65
Official\Canon9000-1\300\s4_66.tif,Official,Canon9000-1,300,s4_66
Official\Canon9000-1\300\s4_67.tif,Official,Canon9000-1,300,s4_67
Official\Canon9000-1\300\s4_68.tif,Official,Canon9000-1,300,s4_68
Official\Canon9000-1\300\s4_69.tif,Official,Canon9000-1,300,s4_69
Official\Canon9000-1\300\s4_70.tif,Official,Canon9000-1,300,s4_70
Official\Canon9000-1\300\s4_71.tif,Official,Canon9000-1,300,s4_71
Official\Canon9000-1\300\s4_72.tif,Official,Canon9000-1,300,s4_72
Official\Canon9000-1\300\s4_73.tif,Official,Canon9000-1,300,s4_73
Official\Canon9000-1\300\s4_74.tif,Official,Canon9000-1,300,s4_74
Official\Canon9000-1\300\s4_75.tif,Official,Canon9000-1,300,s4_75
Official\Canon9000-1\300\s4_76.tif,Official,Canon9000-1,300,s4_76
Official\Canon9000-1\300\s4_77.tif,Official,Canon9000-1,300,s4_77
Official\Canon9000-1\300\s4_78.tif,Official,Canon9000-1,300,s4_78
Official\Canon9000-1\300\s4_79.tif,Official,Canon9000-1,300,s4_79
Official\Canon9000-1\300\s4_80.tif,Official,Canon9000-1,300,s4_80
Official\Canon9000-1\300\s4_81.tif,Official,Canon9000-1,300,s4_81
Official\Canon9000-1\300\s4_82.tif,Official,Canon9000-1,300,s4_82
Official\Canon9000-1\300\s4_83.tif,Official,Canon9000-1,300,s4_83
Official\Canon9000-1\300\s4_84.tif,Official,Canon9000-1,300,s4_84
Official\Canon9000-1\300\s4_85.tif,Official,Canon9000-1,300,s4_85
Official\Canon9000-1\300\s4_86.tif,Official,Canon9000-1,300,s4_86
Official\Canon9000-1\300\s4_87.tif,Official,Canon9000-1,300,s4_87
Official\Canon9000-1\300\s4_88.tif,Official,Canon9000-1,300,s4_88
Official\Canon9000-1\300\s4_89.tif,Official,Canon9000-1,300,s4_89
Official\Canon9000-1\300\s4_90.tif,Official,Canon9000-1,300,s4_90
Official\Canon9000-1\300\s4_91.tif,Official,Canon9000-1,300,s4_91
Official\Canon9000-1\300\s4_92.tif,Official,Canon9000-1,300,s4_92
Official\Canon9000-1\300\s4_93.tif,Official,Canon9000-1,300,s4_93
Official\Canon9000-1\300\s4_94.tif,Official,Canon9000-1,300,s4_94
Official\Canon9000-1\300\s4_95.tif,Official,Canon9000-1,300,s4_95
Official\Canon9000-1\300\s4_96.tif,Official,Canon9000-1,300,s4_96
Official\Canon9000-1\300\s4_97.tif,Official,Canon9000-1,300,s4_97
Official\Canon9000-1\300\s4_98.tif,Official,Canon9000-1,300,s4_98
Official\Canon9000-1\300\s4_99.tif,Official,Canon9000-1,300,s4_99
Official\Canon9000-2\150\s5_10.tif,Official,Canon9000-2,150,s5_10
Official\Canon9000-2\150\s5_100.tif,Official,Canon9000-2,150,s5_100
Official\Canon9000-2\150\s5_18.tif,Official,Canon9000-2,150,s5_18
Official\Canon9000-2\150\s5_19.tif,Official,Canon9000-2,150,s5_19
Official\Canon9000-2\150\s5_22.tif,Official,Canon9000-2,150,s5_22
Official\Canon9000-2\150\s5_23.tif,Official,Canon9000-2,150,s5_23
Official\Canon9000-2\150\s5_24.tif,Official,Canon9000-2,150,s5_24
Official\Canon9000-2\150\s5_26.tif,Official,Canon9000-2,150,s5_26
Official\Canon9000-2\150\s5_27.tif,Official,Canon9000-2,150,s5_27
Official\Canon9000-2\150\s5_28.tif,Official,Canon9000-2,150,s5_28
Official\Canon9000-2\150\s5_29.tif,Official,Canon9000-2,150,s5_29
Official\Canon9000-2\150\s5_30.tif,Official,Canon9000-2,150,s5_30
Official\Canon9000-2\150\s5_31.tif,Official,Canon9000-2,150,s5_31
Official\Canon9000-2\150\s5_32.tif,Official,Canon9000-2,150,s5_32
Official\Canon9000-2\150\s5_33.tif,Official,Canon9000-2,150,s5_33
Official\Canon9000-2\150\s5_34.tif,Official,Canon9000-2,150,s5_34
Official\Canon9000-2\150\s5_35.tif,Official,Canon9000-2,150,s5_35
Official\Canon9000-2\150\s5_36.tif,Official,Canon9000-2,150,s5_36
Official\Canon9000-2\150\s5_37.tif,Official,Canon9000-2,150,s5_37
Official\Canon9000-2\150\s5_38.tif,Official,Canon9000-2,150,s5_38
Official\Canon9000-2\150\s5_39.tif,Official,Canon9000-2,150,s5_39
Official\Canon9000-2\150\s5_40.tif,Official,Canon9000-2,150,s5_40
Official\Canon9000-2\150\s5_41.tif,Official,Canon9000-2,150,s5_41
Official\Canon9000-2\150\s5_42.tif,Official,Canon9000-2,150,s5_42
Official\Canon9000-2\150\s5_43.tif,Official,Canon9000-2,150,s5_43
Official\Canon9000-2\150\s5_44.tif,Official,Canon9000-2,150,s5_44
Official\Canon9000-2\150\s5_45.tif,Official,Canon9000-2,150,s5_45
Official\Canon9000-2\150\s5_46.tif,Official,Canon9000-2,150,s5_46
Official\Canon9000-2\150\s5_47.tif,Official,Canon9000-2,150,s5_47
Official\Canon9000-2\150\s5_48.tif,Official,Canon9000-2,150,s5_48
Official\Canon9000-2\150\s5_49.tif,Official,Canon9000-2,150,s5_49
Official\Canon9000-2\150\s5_50.tif,Official,Canon9000-2,150,s5_50
Official\Canon9000-2\150\s5_51.tif,Official,Canon9000-2,150,s5_51
Official\Canon9000-2\150\s5_52.tif,Official,Canon9000-2,150,s5_52
Official\Canon9000-2\150\s5_53.tif,Official,Canon9000-2,150,s5_53
Official\Canon9000-2\150\s5_54.tif,Official,Canon9000-2,150,s5_54
Official\Canon9000-2\150\s5_55.tif,Official,Canon9000-2,150,s5_55
Official\Canon9000-2\150\s5_56.tif,Official,Canon9000-2,150,s5_56
Official\Canon9000-2\150\s5_57.tif,Official,Canon9000-2,150,s5_57
Official\Canon9000-2\150\s5_58.tif,Official,Canon9000-2,150,s5_58
Official\Canon9000-2\150\s5_59.tif,Official,Canon9000-2,150,s5_59
Official\Canon9000-2\150\s5_6.tif,Official,Canon9000-2,150,s5_6
Official\Canon9000-2\150\s5_60.tif,Official,Canon9000-2,150,s5_60
Official\Canon9000-2\150\s5_61.tif,Official,Canon9000-2,150,s5_61
Official\Canon9000-2\150\s5_62.tif,Official,Canon9000-2,150,s5_62
Official\Canon9000-2\150\s5_63.tif,Official,Canon9000-2,150,s5_63
Official\Canon9000-2\150\s5_64.tif,Official,Canon9000-2,150,s5_64
Official\Canon9000-2\150\s5_65.tif,Official,Canon9000-2,150,s5_65
Official\Canon9000-2\150\s5_66.tif,Official,Canon9000-2,150,s5_66
Official\Canon9000-2\150\s5_67.tif,Official,Canon9000-2,150,s5_67
Official\Canon9000-2\150\s5_68.tif,Official,Canon9000-2,150,s5_68
Official\Canon9000-2\150\s5_69.tif,Official,Canon9000-2,150,s5_69
Official\Canon9000-2\150\s5_70.tif,Official,Canon9000-2,150,s5_70
Official\Canon9000-2\150\s5_71.tif,Official,Canon9000-2,150,s5_71
Official\Canon9000-2\150\s5_72.tif,Official,Canon9000-2,150,s5_72
Official\Canon9000-2\150\s5_73.tif,Official,Canon9000-2,150,s5_73
Official\Canon9000-2\150\s5_74.tif,Official,Canon9000-2,150,s5_74
Official\Canon9000-2\150\s5_75.tif,Official,Canon9000-2,150,s5_75
Official\Canon9000-2\150\s5_76.tif,Official,Canon9000-2,150,s5_76
Official\Canon9000-2\150\s5_77.tif,Official,Canon9000-2,150,s5_77
Official\Canon9000-2\150\s5_78.tif,Official,Canon9000-2,150,s5_78
Official\Canon9000-2\150\s5_79.tif,Official,Canon9000-2,150,s5_79
Official\Canon9000-2\150\s5_8.tif,Official,Canon9000-2,150,s5_8
Official\Canon9000-2\150\s5_80.tif,Official,Canon9000-2,150,s5_80
Official\Canon9000-2\150\s5_81.tif,Official,Canon9000-2,150,s5_81
Official\Canon9000-2\150\s5_82.tif,Official,Canon9000-2,150,s5_82
Official\Canon9000-2\150\s5_83.tif,Official,Canon9000-2,150,s5_83
Official\Canon9000-2\150\s5_84.tif,Official,Canon9000-2,150,s5_84
Official\Canon9000-2\150\s5_85.tif,Official,Canon9000-2,150,s5_85
Official\Canon9000-2\150\s5_86.tif,Official,Canon9000-2,150,s5_86
Official\Canon9000-2\150\s5_87.tif,Official,Canon9000-2,150,s5_87
Official\Canon9000-2\150\s5_88.tif,Official,Canon9000-2,150,s5_88
Official\Canon9000-2\150\s5_89.tif,Official,Canon9000-2,150,s5_89
Official\Canon9000-2\150\s5_9.tif,Official,Canon9000-2,150,s5_9
Official\Canon9000-2\150\s5_90.tif,Official,Canon9000-2,150,s5_90
